timestep,mean_reward_last_100,mean_episode_length_last_100
2403000,1.1,19.75
2404000,1.02,18.69
2405000,1.0,18.25
2406000,1.01,18.7
2407000,1.06,19.12
2408000,1.14,19.74
2409000,1.06,18.98
2410000,0.98,18.58
2411000,1.09,20.08
2412000,1.19,21.18
2413000,1.11,19.84
2414000,0.97,18.16
2415000,1.05,19.4
2416000,1.27,21.97
2417000,1.25,21.74
2418000,1.23,21.18
2419000,1.06,19.02
2420000,1.06,19.14
2421000,1.13,20.13
2422000,1.05,18.72
2423000,1.04,18.36
2424000,1.11,19.64
2425000,1.05,19.1
2426000,1.04,19.22
2427000,1.05,19.62
2428000,1.13,21.01
2429000,0.91,17.95
2430000,0.95,17.72
2431000,1.22,20.32
2432000,1.18,20.04
2433000,0.85,16.74
2434000,0.88,17.03
2435000,0.96,18.35
2436000,1.04,19.32
2437000,0.89,17.42
2438000,0.9,17.29
2439000,0.92,17.31
2440000,0.95,17.71
2441000,0.8,15.82
2442000,0.86,16.57
2443000,0.99,18.42
2444000,0.96,17.54
2445000,0.92,17.49
2446000,1.13,19.87
2447000,1.3,21.53
2448000,1.16,20.34
2449000,0.84,16.94
2450000,0.94,17.8
2451000,0.87,16.84
2452000,0.79,15.63
2453000,0.98,17.73
2454000,1.05,19.07
2455000,0.82,16.54
2456000,0.86,16.72
2457000,1.01,18.64
2458000,1.27,21.75
2459000,1.06,19.44
2460000,0.96,17.92
2461000,0.95,17.83
2462000,0.95,17.98
2463000,0.87,17.04
2464000,0.73,14.97
2465000,0.76,15.34
2466000,0.76,15.57
2467000,0.88,16.69
2468000,0.61,13.71
2469000,0.67,15.11
2470000,0.85,17.0
2471000,0.89,17.39
2472000,0.97,18.17
2473000,0.98,18.32
2474000,0.9,17.33
2475000,0.96,17.71
2476000,1.11,19.25
2477000,1.15,20.33
2478000,1.1,19.76
2479000,1.1,19.77
2480000,0.95,18.2
2481000,0.84,16.52
2482000,0.75,15.35
2483000,0.89,17.44
2484000,0.92,17.84
2485000,0.82,16.66
2486000,0.85,16.78
2487000,1.09,19.64
2488000,1.02,18.78
2489000,0.96,17.94
2490000,1.06,18.8
2491000,0.98,17.92
2492000,0.98,17.92
2493000,0.93,17.51
2494000,0.94,17.76
2495000,1.02,18.4
2496000,0.82,16.05
2497000,0.9,16.88
2498000,0.9,17.39
2499000,0.98,18.39
2500000,0.88,16.81
2501000,0.72,14.73
2502000,0.81,16.26
2503000,0.95,18.29
2504000,0.91,17.44
2505000,0.74,15.03
2506000,0.77,15.23
2507000,0.77,15.32
2508000,0.88,17.11
2509000,1.03,18.82
2510000,1.08,19.53
2511000,1.14,20.31
2512000,1.16,20.93
2513000,0.85,16.84
2514000,0.93,17.5
2515000,1.09,19.63
2516000,0.97,18.14
2517000,0.84,16.58
2518000,0.99,18.1
2519000,1.12,19.51
2520000,0.95,17.83
2521000,0.84,16.24
2522000,0.92,17.22
2523000,0.99,18.26
2524000,0.89,16.9
2525000,1.05,18.8
2526000,0.9,17.39
2527000,0.79,15.52
2528000,1.02,18.14
2529000,1.16,20.06
2530000,0.99,18.49
2531000,0.86,16.98
2532000,1.08,19.22
2533000,1.08,19.01
2534000,1.0,18.34
2535000,1.06,19.0
2536000,1.03,18.67
2537000,0.9,17.1
2538000,0.88,16.69
2539000,0.93,17.48
2540000,1.06,19.32
2541000,0.99,18.62
2542000,0.92,17.53
2543000,0.85,16.48
2544000,0.93,17.62
2545000,1.09,19.66
2546000,1.22,21.57
2547000,1.22,21.3
2548000,0.99,18.06
2549000,1.03,18.88
2550000,1.09,19.56
2551000,1.0,18.71
2552000,1.06,19.09
2553000,1.0,18.62
2554000,0.96,18.28
2555000,0.95,17.59
2556000,0.89,16.76
2557000,0.93,17.95
2558000,1.05,19.09
2559000,0.78,15.83
2560000,0.9,17.04
2561000,1.04,18.66
2562000,1.05,18.73
2563000,0.97,17.98
2564000,0.81,16.25
2565000,0.81,16.22
2566000,0.97,17.67
2567000,1.05,18.97
2568000,0.89,17.59
2569000,0.68,14.74
2570000,0.85,16.61
2571000,0.84,16.37
2572000,0.77,15.51
2573000,0.85,16.74
2574000,0.86,16.94
2575000,0.99,18.54
2576000,1.02,18.73
2577000,0.97,17.88
2578000,0.99,18.13
2579000,0.95,17.74
2580000,0.82,16.23
2581000,0.94,17.66
2582000,1.08,19.48
2583000,1.03,18.89
2584000,1.09,19.57
2585000,0.86,16.75
2586000,0.86,16.51
2587000,1.0,18.62
2588000,1.03,18.95
2589000,0.94,17.35
2590000,0.95,17.42
2591000,1.06,18.98
2592000,0.91,17.14
2593000,0.9,17.11
2594000,0.84,16.28
2595000,0.79,15.74
2596000,0.85,16.88
2597000,0.83,16.48
2598000,1.01,18.65
2599000,1.26,21.77
2600000,0.98,18.26
2601000,0.94,17.65
2602000,0.91,17.18
2603000,0.79,15.66
2604000,0.81,16.18
2605000,0.87,16.74
2606000,0.72,14.56
2607000,0.88,16.89
2608000,0.83,16.1
2609000,1.01,18.59
2610000,1.04,19.19
2611000,0.96,18.13
2612000,1.09,19.42
2613000,0.95,17.5
2614000,0.93,17.38
2615000,0.94,17.28
2616000,0.97,17.93
2617000,1.06,19.25
2618000,0.98,17.79
2619000,0.91,17.15
2620000,1.02,18.65
2621000,1.0,18.64
2622000,0.98,18.77
2623000,0.97,18.09
2624000,1.02,18.68
2625000,1.23,20.98
2626000,1.22,20.99
2627000,1.15,20.22
2628000,1.06,19.4
2629000,1.0,18.87
2630000,1.11,20.14
2631000,1.12,19.54
2632000,1.14,19.57
2633000,1.14,19.64
2634000,0.97,17.85
2635000,1.02,18.65
2636000,0.89,17.17
2637000,0.89,17.13
2638000,1.03,18.87
2639000,0.99,18.48
2640000,1.01,18.66
2641000,1.08,19.4
2642000,1.09,19.46
2643000,1.14,20.21
2644000,1.06,19.03
2645000,1.03,18.75
2646000,0.89,17.26
2647000,0.96,17.84
2648000,0.85,16.3
2649000,0.93,17.48
2650000,1.19,20.66
2651000,1.01,18.38
2652000,0.79,15.76
2653000,0.87,17.19
2654000,0.95,18.0
2655000,0.86,16.57
2656000,0.96,17.81
2657000,0.88,17.07
2658000,1.02,18.87
2659000,1.01,18.76
2660000,0.92,17.76
2661000,0.91,17.64
2662000,0.84,16.48
2663000,0.88,16.92
2664000,0.99,18.6
2665000,0.93,17.65
2666000,0.69,14.33
2667000,0.84,16.27
2668000,1.06,19.35
2669000,1.11,19.65
2670000,1.06,18.66
2671000,1.09,19.54
2672000,1.2,20.85
2673000,1.0,18.25
2674000,0.89,16.97
2675000,1.06,19.27
2676000,0.99,18.45
2677000,0.97,18.2
2678000,0.84,16.62
2679000,0.92,17.44
2680000,1.14,20.2
2681000,1.04,19.14
2682000,0.9,16.97
2683000,0.92,17.03
2684000,0.91,17.33
2685000,0.85,16.81
2686000,0.94,18.03
2687000,0.89,17.16
2688000,0.95,17.95
2689000,0.87,17.1
2690000,0.9,17.37
2691000,1.01,18.65
2692000,1.1,19.9
2693000,1.0,18.57
2694000,0.89,17.21
2695000,0.86,17.17
2696000,1.0,18.96
2697000,0.94,17.96
2698000,0.88,17.4
2699000,0.97,18.09
2700000,0.89,17.14
2701000,0.93,17.72
2702000,1.15,20.55
2703000,0.93,17.92
2704000,0.81,16.39
2705000,0.95,17.84
2706000,1.11,19.77
2707000,0.84,16.6
2708000,0.94,17.92
2709000,1.03,19.08
2710000,0.88,17.26
2711000,0.85,16.8
2712000,0.85,16.89
2713000,0.98,18.45
2714000,0.97,18.47
2715000,1.09,20.3
2716000,1.23,21.23
2717000,1.12,19.56
2718000,0.99,18.44
2719000,0.87,17.29
2720000,0.83,16.72
2721000,0.83,16.4
2722000,0.85,16.46
2723000,0.8,16.22
2724000,0.95,18.1
2725000,1.0,18.64
2726000,0.84,16.45
2727000,0.95,17.46
2728000,0.87,16.65
2729000,0.95,17.66
2730000,1.06,19.37
2731000,0.79,16.36
2732000,0.8,16.27
2733000,0.98,18.31
2734000,1.0,18.71
2735000,0.96,17.88
2736000,0.97,18.29
2737000,0.95,17.19
2738000,0.83,15.94
2739000,0.93,17.41
2740000,0.94,17.7
2741000,0.88,17.28
2742000,0.95,17.98
2743000,0.94,17.99
2744000,0.97,18.68
2745000,0.84,16.7
2746000,0.69,14.64
2747000,0.92,17.78
2748000,1.14,20.06
2749000,0.99,18.16
2750000,1.09,19.47
2751000,1.2,20.43
2752000,1.03,18.46
2753000,0.89,16.8
2754000,0.81,15.94
2755000,0.86,16.41
2756000,1.0,18.33
2757000,1.03,18.83
2758000,1.0,18.5
2759000,0.99,18.36
2760000,1.0,18.04
2761000,1.04,18.66
2762000,1.04,18.98
2763000,1.03,18.78
2764000,0.89,16.78
2765000,0.98,18.04
2766000,1.05,19.37
2767000,1.01,18.54
2768000,0.99,18.12
2769000,0.94,17.54
2770000,0.92,17.39
2771000,0.94,17.55
2772000,0.86,16.78
2773000,0.82,16.3
2774000,0.95,17.67
2775000,0.87,17.14
2776000,1.02,18.97
2777000,0.94,17.45
2778000,0.95,17.22
2779000,0.78,15.6
2780000,0.86,16.32
2781000,0.96,17.72
2782000,0.93,17.76
2783000,1.08,19.73
2784000,0.94,17.67
2785000,1.05,18.99
2786000,1.1,19.46
2787000,0.99,18.23
2788000,0.93,17.68
2789000,0.9,17.03
2790000,0.86,16.96
2791000,0.74,15.57
2792000,0.74,15.32
2793000,0.83,16.91
2794000,0.85,16.98
2795000,1.02,18.95
2796000,0.95,18.02
2797000,0.99,18.26
2798000,1.11,19.77
2799000,1.02,18.52
2800000,0.86,16.37
2801000,0.86,16.85
2802000,0.77,15.82
2803000,0.84,16.27
2804000,0.93,17.4
2805000,1.0,18.2
2806000,1.07,19.03
2807000,1.17,20.52
2808000,1.19,20.74
2809000,1.0,18.46
2810000,0.84,16.74
2811000,0.83,16.39
2812000,0.79,15.65
2813000,0.98,18.07
2814000,0.94,17.72
2815000,0.92,17.18
2816000,1.0,18.14
2817000,0.88,17.06
2818000,0.88,17.27
2819000,1.08,19.56
2820000,1.03,19.17
2821000,0.97,18.36
2822000,1.03,19.01
2823000,0.92,17.71
2824000,0.96,17.8
2825000,0.97,18.06
2826000,1.08,19.8
2827000,1.08,19.58
2828000,1.0,18.54
2829000,0.93,17.71
2830000,0.98,18.3
2831000,1.0,18.51
2832000,1.03,18.92
2833000,1.19,21.24
2834000,1.1,19.58
2835000,1.02,18.45
2836000,1.0,18.4
2837000,1.0,18.49
2838000,1.15,20.5
2839000,0.96,18.34
2840000,0.87,17.3
2841000,1.06,19.56
2842000,1.11,19.6
2843000,1.02,18.88
2844000,0.85,16.66
2845000,0.84,16.5
2846000,1.11,19.61
2847000,0.77,15.84
2848000,0.86,16.92
2849000,0.96,17.84
2850000,0.91,17.38
2851000,0.99,18.66
2852000,0.89,17.25
2853000,0.77,15.63
2854000,0.91,17.56
2855000,1.01,18.59
2856000,0.9,17.42
2857000,0.75,15.42
2858000,0.8,15.68
2859000,0.96,17.74
2860000,1.19,20.39
2861000,1.08,19.07
2862000,1.02,18.43
2863000,1.09,19.36
2864000,0.99,18.22
2865000,0.95,17.69
2866000,0.9,17.42
2867000,0.89,17.15
2868000,1.02,18.47
2869000,1.07,19.17
2870000,1.11,19.85
2871000,1.17,20.31
2872000,1.01,18.34
2873000,0.88,16.71
2874000,0.8,15.66
2875000,0.95,17.88
2876000,0.98,18.25
2877000,1.0,18.26
2878000,0.86,16.83
2879000,0.84,16.67
2880000,0.93,17.78
2881000,0.7,15.0
2882000,0.89,16.75
2883000,1.04,18.63
2884000,0.99,18.18
2885000,1.01,18.47
2886000,0.98,18.07
2887000,0.96,18.15
2888000,1.07,19.63
2889000,0.83,16.47
2890000,0.92,17.16
2891000,1.07,18.76
2892000,1.08,19.13
2893000,1.0,18.2
2894000,1.09,19.13
2895000,0.9,16.9
2896000,1.05,18.56
2897000,0.96,17.56
2898000,0.94,17.31
2899000,0.98,17.59
2900000,1.08,19.17
2901000,0.95,17.83
2902000,0.88,16.99
2903000,1.03,18.97
2904000,1.0,18.71
2905000,0.89,17.17
2906000,0.87,16.97
2907000,0.98,18.13
2908000,1.06,19.03
2909000,0.85,16.42
2910000,0.9,16.69
2911000,1.01,18.04
2912000,0.95,17.41
2913000,0.93,17.29
2914000,0.7,14.44
2915000,0.95,17.25
2916000,0.95,17.75
2917000,0.88,16.97
2918000,0.9,17.23
2919000,1.01,18.33
2920000,1.0,17.8
2921000,0.96,17.71
2922000,1.03,18.76
2923000,1.02,18.51
2924000,0.92,17.3
2925000,1.03,18.5
2926000,1.04,18.71
2927000,0.97,17.66
2928000,0.93,18.03
2929000,0.92,18.06
2930000,0.89,16.83
2931000,0.95,17.42
2932000,1.03,18.5
2933000,1.06,18.94
2934000,1.01,18.54
2935000,1.03,19.08
2936000,1.1,19.96
2937000,0.93,17.64
2938000,0.91,17.46
2939000,0.95,17.46
2940000,0.96,17.52
2941000,0.81,16.34
2942000,0.94,17.43
2943000,1.04,18.47
2944000,1.1,19.21
2945000,0.84,16.43
2946000,0.78,15.42
2947000,1.02,18.27
2948000,0.87,16.53
2949000,0.97,17.9
2950000,0.88,16.67
2951000,0.81,15.82
2952000,0.88,16.7
2953000,1.1,19.38
2954000,1.09,19.52
2955000,0.95,18.08
2956000,0.92,17.92
2957000,1.04,19.26
2958000,1.08,19.38
2959000,1.08,19.81
2960000,0.77,16.12
2961000,0.59,13.71
2962000,0.73,15.3
2963000,0.84,16.68
2964000,1.0,18.51
2965000,0.96,17.69
2966000,0.98,18.08
2967000,1.06,19.42
2968000,1.12,20.39
2969000,0.94,18.04
2970000,0.88,17.15
2971000,1.0,18.75
2972000,1.18,20.78
2973000,1.04,19.28
2974000,0.89,17.59
2975000,1.12,19.73
2976000,0.95,17.48
2977000,0.74,14.86
2978000,0.85,16.5
2979000,0.78,15.99
2980000,0.83,16.37
2981000,0.84,16.28
2982000,0.77,15.32
2983000,0.81,15.68
2984000,0.85,16.21
2985000,1.07,18.92
2986000,1.02,18.4
2987000,0.91,17.33
2988000,1.07,19.51
2989000,0.98,18.53
2990000,0.91,17.64
2991000,0.86,17.06
2992000,0.89,17.18
2993000,0.81,16.44
2994000,0.78,15.42
2995000,0.87,16.5
2996000,1.01,18.1
2997000,0.87,16.58
2998000,0.85,16.32
2999000,1.05,18.87
3000000,0.91,16.92
